,activtrak,aftership,aha,aircall,algolia,amplitude,anaconda,anyword,appfollow,asana,assemblyai,atlassian,avoma,awskendra,blameless,botpress,box,breezy,buffer,canva,caspio,clarifai,cledara,clevertap,clickup,codecademy,cohere,constantcontact,coschedule,couchbase,databricks,deel,deepbrain,deepgram,edenai,elementor,employment-hero,evernote,flatfile,getresponse,getshogun,github,goto,grammarly,harness,hive,hiverhq,hootsuite,huggingface,izea,learnworlds,logicmonitor,logrocket,lokalise,madgicx,mailchimp,manatal,mixmax,mongodb,oneplan,openai,otter,pagerduty,pardot,pinecone,pipedrive,podium,postman,reply,resemble,salesloft,scratchpad,semrush,slack,smarterqueue,uizard,veed,voiceflow,workable,wrike,zenhub,ziprecruiter,zoho-recruit
cohere,0.59909177,0.50078034,0.5651729,0.44300526,0.5083313,0.42217383,0.6129756,0.67345047,0.494268,0.5193087,0.49717957,0.53085685,0.5491439,0.48827946,0.4664924,0.53012466,0.5690284,0.5369115,0.65525484,0.5770967,0.5461867,0.55738723,0.43392962,0.6145699,0.5876593,0.58053833,1.0,0.47147176,0.6340626,0.49367118,0.5139599,0.5511486,0.57579565,0.4720631,0.56051,0.4508755,0.39673376,0.4799341,0.50011545,0.4406842,0.41466305,0.4581483,0.5719626,0.4317652,0.6068742,0.5237202,0.50145143,0.56082904,0.49921465,0.54064727,0.6182792,0.5461731,0.53418916,0.549472,0.5568242,0.31567132,0.35419822,0.4219183,0.3197822,0.21545035,0.45395696,0.58573747,0.6269269,0.32743955,0.56891257,0.47296658,0.58418393,0.51445156,0.51430136,0.48557448,0.5535265,0.57798326,0.5412666,0.5566606,0.48369515,0.6551566,0.59328675,0.5246592,0.57116914,0.5159296,0.47610736,0.53259003,0.6048846
constantcontact,0.44335806,0.6058829,0.4849312,0.41578794,0.4972294,0.40010166,0.41468287,0.58879423,0.48412427,0.48809722,0.5340955,0.50012684,0.41589314,0.3628757,0.4557773,0.44141966,0.39439335,0.58434665,0.46677154,0.37917835,0.34976688,0.4686572,0.44695848,0.570791,0.52004004,0.4746585,0.47147176,0.9999999,0.4804075,0.2959223,0.39122415,0.47413018,0.49757278,0.26030475,0.55537736,0.3335399,0.3897034,0.5113801,0.46500194,0.46492487,0.37838596,0.42476535,0.6165103,0.40157622,0.44162518,0.44204414,0.4282059,0.4843805,0.50855577,0.46348903,0.47797912,0.35350832,0.5554433,0.48353654,0.5085311,0.3371336,0.37107757,0.42299953,0.29562008,0.17507255,0.32108974,0.5172753,0.53435504,0.3394571,0.43417275,0.37355468,0.52489984,0.4318964,0.5463532,0.4725327,0.5578038,0.55630994,0.59926814,0.52947277,0.36871517,0.56079733,0.35952008,0.48054042,0.53313017,0.5672054,0.4329865,0.54606974,0.535085
coschedule,0.6757088,0.5431889,0.52188367,0.4556083,0.5008769,0.3768069,0.496194,0.5939326,0.44536662,0.5962282,0.59325075,0.4996395,0.5947676,0.52323675,0.4884554,0.52243054,0.49668443,0.5810778,0.56313723,0.47205263,0.5508806,0.49761847,0.43560845,0.66631997,0.5909116,0.503654,0.6340626,0.4804075,0.9999999,0.50897586,0.5030613,0.58744717,0.6223561,0.5546169,0.5688004,0.5026559,0.36734396,0.4875674,0.4272473,0.4832822,0.41745418,0.498267,0.51146686,0.41449082,0.648672,0.5299225,0.47009388,0.53891027,0.57983,0.64236593,0.5874877,0.5230294,0.59347934,0.54592097,0.5119173,0.37793237,0.41701722,0.45261538,0.45211554,0.12761177,0.3081127,0.45971352,0.7096579,0.45840055,0.60747564,0.3521632,0.5654794,0.5042181,0.5642693,0.40190613,0.5280613,0.5978308,0.5952615,0.550063,0.52904046,0.64422864,0.54561204,0.56333673,0.5872267,0.5012561,0.47114888,0.5925524,0.5211424
couchbase,0.5450264,0.50715554,0.5325239,0.27850652,0.44601458,0.28925562,0.40698653,0.49179918,0.2815392,0.57792795,0.4333617,0.39720732,0.47389323,0.49290192,0.3863392,0.44425625,0.44599396,0.48300627,0.49133277,0.429574,0.48417878,0.4112258,0.23065366,0.49623543,0.53968817,0.3456641,0.49367118,0.2959223,0.50897586,1.0000001,0.5524647,0.44157624,0.5481228,0.49260992,0.4969955,0.4078617,0.33601922,0.38896105,0.3835401,0.32886988,0.38956988,0.4491691,0.3952697,0.29747802,0.5741715,0.45234624,0.40748882,0.366804,0.5477314,0.5970925,0.5235743,0.49047118,0.4250744,0.45906296,0.33787268,0.27586398,0.21486868,0.5165613,0.449542,0.12564811,0.34126848,0.4098314,0.64285904,0.30011922,0.49593753,0.37007743,0.49191636,0.5121474,0.5292835,0.42138344,0.41298562,0.51118344,0.4365607,0.43884647,0.43360788,0.54837,0.5860342,0.47619796,0.45645565,0.35384715,0.45014495,0.4784331,0.41357586
databricks,0.5187803,0.46544254,0.56823725,0.36902457,0.46465296,0.3775731,0.5253545,0.61224604,0.41676557,0.5826299,0.49166572,0.4563647,0.48027706,0.5112903,0.43907988,0.5652325,0.5335976,0.5350726,0.544484,0.37589347,0.49707735,0.515333,0.33135343,0.6219466,0.64643455,0.48943642,0.5139599,0.39122415,0.5030613,0.5524647,0.9999997,0.52802134,0.5237324,0.4394805,0.5575599,0.46255013,0.42714217,0.48675126,0.53191566,0.39039052,0.42328656,0.5091096,0.47502524,0.34381312,0.52325976,0.60133505,0.5903535,0.4224856,0.53405446,0.5574329,0.6168177,0.5322809,0.5799762,0.5038437,0.44557893,0.3916782,0.3527387,0.5074394,0.37359732,0.22008464,0.4235805,0.49755305,0.57524025,0.35256985,0.4955374,0.49574924,0.48503384,0.5579488,0.5416288,0.41872638,0.48635095,0.58617884,0.5675539,0.5591436,0.46784618,0.6086003,0.5629793,0.54525083,0.54357135,0.44295055,0.4172995,0.5381156,0.48174435
deel,0.5779828,0.56258875,0.64577097,0.43023014,0.5569712,0.3905357,0.5240289,0.6691617,0.5579686,0.6104523,0.52915627,0.4734649,0.5304622,0.45448864,0.5357765,0.55875194,0.5185726,0.6712832,0.550757,0.45915473,0.52754843,0.5353103,0.5218034,0.6880177,0.63432366,0.4913302,0.5511486,0.47413018,0.58744717,0.44157624,0.52802134,1.0000004,0.51123816,0.40351057,0.5816436,0.4571571,0.47741765,0.47487226,0.4794221,0.46292445,0.38783664,0.51246345,0.55341125,0.4270088,0.60435545,0.5287277,0.49625307,0.56916475,0.5168313,0.56877184,0.5959009,0.475026,0.5563018,0.57017887,0.5055178,0.40005046,0.48021972,0.45028192,0.41652432,0.20212045,0.42856687,0.47044915,0.61873573,0.34021372,0.57588005,0.47778422,0.60740066,0.5621219,0.5626659,0.40067223,0.55958724,0.604105,0.53449285,0.6262167,0.49806023,0.5791737,0.53318053,0.5337095,0.6704996,0.56430495,0.469237,0.5598079,0.54368055
deepbrain,0.6580633,0.5914132,0.626292,0.45739627,0.51175535,0.5056251,0.48768508,0.5872934,0.38163483,0.639902,0.6054214,0.5881391,0.6860746,0.5715996,0.46011466,0.5828718,0.53835166,0.5758678,0.5999515,0.53017926,0.58407557,0.58861786,0.4323855,0.6503141,0.659279,0.5500678,0.57579565,0.49757278,0.6223561,0.5481228,0.5237324,0.51123816,0.9999999,0.61638826,0.6729742,0.43461895,0.41949052,0.5059645,0.49014974,0.4026702,0.47813123,0.48836845,0.5923096,0.4066583,0.65116084,0.52970517,0.49029306,0.5218579,0.5875144,0.6828961,0.67259,0.6018468,0.59694254,0.5325906,0.57205933,0.3778071,0.35728908,0.56669617,0.4262194,0.19142723,0.45108995,0.6424187,0.70472944,0.43392402,0.6054976,0.40371975,0.625027,0.5377348,0.5929599,0.74314773,0.57795584,0.6601256,0.5917946,0.5485116,0.5554187,0.74093354,0.62147987,0.69300497,0.5245362,0.51205474,0.47204262,0.59848833,0.62050515
deepgram,0.48516622,0.323431,0.44655007,0.25686246,0.402259,0.2859913,0.37088278,0.42605212,0.26916695,0.47940746,0.35380778,0.35437152,0.5061003,0.56632745,0.33211935,0.48192608,0.41553414,0.38112876,0.4427944,0.5029181,0.48611954,0.37234086,0.24473782,0.50778824,0.5067912,0.3392321,0.4720631,0.26030475,0.5546169,0.49260992,0.4394805,0.40351057,0.61638826,1.0000002,0.44659406,0.380965,0.25963688,0.35164142,0.2858352,0.32164294,0.3086601,0.41164684,0.4215421,0.28019273,0.51114476,0.3780508,0.4097978,0.3084214,0.40820312,0.5221373,0.52804595,0.4798401,0.38834968,0.39554608,0.39703563,0.35807827,0.29952687,0.43597686,0.5009707,0.10794948,0.28071833,0.36378193,0.5606421,0.30762976,0.5231725,0.29747206,0.4253258,0.35251188,0.43343598,0.3540243,0.38391465,0.39778388,0.40040854,0.3764818,0.3562097,0.5098522,0.54647046,0.47265542,0.40839738,0.31345525,0.32872045,0.4140427,0.35631204
edenai,0.5045308,0.6626246,0.6120237,0.4339214,0.55233157,0.47295377,0.57519025,0.70664203,0.4723293,0.58849955,0.631781,0.5112919,0.56575245,0.51207817,0.52155125,0.6090692,0.53165317,0.62221575,0.5540056,0.4550533,0.512244,0.5775071,0.5439873,0.6852492,0.59702754,0.5078634,0.56051,0.55537736,0.5688004,0.4969955,0.5575599,0.5816436,0.6729742,0.44659406,1.0000002,0.46063662,0.5258289,0.5100083,0.49690402,0.53431916,0.35712332,0.48900738,0.57835203,0.3904711,0.6030941,0.6044023,0.5485623,0.55901027,0.5860572,0.6536917,0.6115309,0.5177765,0.56960076,0.5471921,0.5180541,0.3670566,0.45220903,0.47735798,0.36940944,0.22571337,0.533779,0.61982954,0.65538484,0.34939718,0.55614203,0.42412823,0.55387115,0.58784384,0.65353763,0.61283445,0.5995621,0.6631315,0.6024276,0.57788765,0.4586486,0.63893086,0.595744,0.5374912,0.5459567,0.6365982,0.44274548,0.5625932,0.5293114
elementor,0.4790197,0.4430557,0.45802754,0.35974813,0.55088156,0.3187769,0.42020023,0.5170547,0.38190305,0.45052737,0.45409477,0.45288378,0.48838836,0.43612778,0.3862322,0.37853727,0.3804571,0.4620133,0.428879,0.3586287,0.43910265,0.41611564,0.42798543,0.5207082,0.49894816,0.4607798,0.4508755,0.3335399,0.5026559,0.4078617,0.46255013,0.4571571,0.43461895,0.380965,0.46063662,1.0000001,0.3152735,0.41166645,0.3647247,0.4038351,0.28323883,0.38688672,0.4352548,0.3178942,0.43923682,0.47250134,0.45141292,0.41281897,0.47611296,0.4844409,0.4704569,0.4408192,0.45937723,0.44999626,0.4420494,0.32885623,0.41606906,0.48638743,0.29895884,0.13065171,0.35793886,0.4100511,0.52454114,0.37154734,0.47142804,0.34053582,0.4404993,0.47239524,0.50679576,0.39175618,0.5218527,0.45897928,0.45017892,0.3832944,0.40693137,0.5314107,0.56306124,0.48594832,0.40648174,0.43153155,0.44848558,0.5203179,0.40673006
employment-hero,0.3861764,0.48519656,0.5517254,0.43179563,0.43293154,0.3716671,0.385059,0.491835,0.51101273,0.47320563,0.42850512,0.4881629,0.39311352,0.3623219,0.37786406,0.4565965,0.4310016,0.5313366,0.42823768,0.3374473,0.3304659,0.5049617,0.4002025,0.52513754,0.5090226,0.45579514,0.39673376,0.3897034,0.36734396,0.33601922,0.42714217,0.47741765,0.41949052,0.25963688,0.5258289,0.3152735,1.0000001,0.510981,0.42595404,0.34525174,0.36035323,0.44236296,0.48321742,0.3036082,0.39022183,0.4025495,0.3683292,0.5020607,0.47247958,0.43790728,0.40747523,0.4181534,0.45613682,0.47720724,0.47088373,0.3677108,0.27691588,0.36815375,0.18663609,0.27231434,0.43637365,0.49217945,0.4421528,0.20914663,0.31711316,0.35861474,0.54855704,0.43283322,0.43911743,0.38037348,0.44136876,0.4650179,0.44259346,0.56387293,0.3205246,0.50292873,0.47130322,0.47725594,0.53696066,0.48884833,0.3316611,0.53521097,0.4619605
evernote,0.58817357,0.5542714,0.544168,0.47968835,0.5053881,0.48025936,0.38382274,0.5873704,0.503515,0.5455992,0.5255003,0.4654681,0.49127507,0.46638793,0.5282123,0.4708618,0.4013257,0.5740309,0.56792927,0.4627878,0.34319454,0.5361316,0.43577683,0.5950181,0.62926877,0.5767575,0.4799341,0.5113801,0.4875674,0.38896105,0.48675126,0.47487226,0.5059645,0.35164142,0.5100083,0.41166645,0.510981,1.0000002,0.45754635,0.44687158,0.43023533,0.39783636,0.5741978,0.39183885,0.4823953,0.5522413,0.46501285,0.5112864,0.5564867,0.49952835,0.54389966,0.4623847,0.55492127,0.5714388,0.5132274,0.3347668,0.44597456,0.42244676,0.33207822,0.17526859,0.40050593,0.61228985,0.5476059,0.29145622,0.3923697,0.41247827,0.5901089,0.43022054,0.5648985,0.4742001,0.4687878,0.5693883,0.5775405,0.5401201,0.42731938,0.57250255,0.44165045,0.53243655,0.5538744,0.5248292,0.35816717,0.5576755,0.58418524
flatfile,0.4044895,0.49748623,0.51853085,0.48691487,0.4194743,0.37257555,0.47305614,0.6265031,0.47682834,0.3942687,0.54865456,0.5777535,0.40502635,0.39558223,0.5417092,0.54562604,0.5734434,0.56823814,0.49467567,0.42791665,0.39712587,0.46587396,0.42660037,0.5830321,0.5538466,0.36518764,0.50011545,0.46500194,0.4272473,0.3835401,0.53191566,0.4794221,0.49014974,0.2858352,0.49690402,0.3647247,0.42595404,0.45754635,0.99999994,0.4014159,0.41897485,0.42032933,0.58774465,0.32826942,0.3825788,0.6063697,0.40898877,0.5096101,0.44834197,0.39465213,0.49669278,0.3236604,0.60626733,0.5073683,0.47584623,0.34761012,0.33278227,0.39728063,0.23705027,0.20056239,0.37229347,0.49580058,0.46440363,0.15074813,0.4019555,0.52775526,0.5575679,0.36672294,0.48865357,0.46543756,0.606316,0.6046146,0.5196275,0.5144912,0.397398,0.60947156,0.48233265,0.48915124,0.54121447,0.5921415,0.39782512,0.5327499,0.5537367
getresponse,0.35595387,0.46390873,0.4358005,0.43603426,0.47524583,0.38901523,0.38197857,0.5916977,0.4736177,0.4220394,0.52710795,0.47594818,0.39359426,0.35889405,0.5100268,0.4848829,0.44797373,0.5055927,0.5011386,0.32133108,0.37979722,0.43225735,0.47791255,0.5622039,0.4584911,0.4463718,0.4406842,0.46492487,0.4832822,0.32886988,0.39039052,0.46292445,0.4026702,0.32164294,0.53431916,0.4038351,0.34525174,0.44687158,0.4014159,1.0,0.35501003,0.30397856,0.55771595,0.40589446,0.35125363,0.4602819,0.48151433,0.43596452,0.45057705,0.46291977,0.49340522,0.37610978,0.5094977,0.52902377,0.49308038,0.36727476,0.48309433,0.4101953,0.2744082,0.19888079,0.34003618,0.41544312,0.45484704,0.1935542,0.4168417,0.3668175,0.49306124,0.37551403,0.5071695,0.3317816,0.56036454,0.48416895,0.5999409,0.46838242,0.3525545,0.48218417,0.3972797,0.44015753,0.46787506,0.5232556,0.36000982,0.5012493,0.516971
getshogun,0.517137,0.4302962,0.5331112,0.3309694,0.41710886,0.4360118,0.4241829,0.510566,0.31622338,0.45913392,0.47480947,0.49359488,0.42533454,0.3136397,0.40778646,0.45943096,0.41199932,0.53558433,0.46184614,0.3607971,0.35224158,0.39335823,0.41193885,0.54633355,0.5744889,0.4018064,0.41466305,0.37838596,0.41745418,0.38956988,0.42328656,0.38783664,0.47813123,0.3086601,0.35712332,0.28323883,0.36035323,0.43023533,0.41897485,0.35501003,1.0000001,0.39487103,0.45630646,0.36591017,0.48093224,0.4159417,0.43152583,0.38773122,0.39641345,0.43070346,0.427908,0.41608667,0.506527,0.47517395,0.52349246,0.37668332,0.33023944,0.3866309,0.31357834,0.11083589,0.3082525,0.48644724,0.4211624,0.35116053,0.3778477,0.4487202,0.48513496,0.4092043,0.46648806,0.43723887,0.4658873,0.52758956,0.4938295,0.4826909,0.42185053,0.54476136,0.4092187,0.48610264,0.4597069,0.4884027,0.467263,0.45314226,0.5173098
github,0.52176464,0.4540203,0.48639658,0.27698198,0.46985155,0.34361562,0.45394906,0.6083592,0.34503812,0.43389606,0.4045224,0.44274133,0.49866664,0.47826967,0.43332422,0.47326362,0.45042667,0.48581627,0.49652153,0.4163742,0.47051418,0.48212194,0.42757517,0.5462316,0.55203676,0.46573865,0.4581483,0.42476535,0.498267,0.4491691,0.5091096,0.51246345,0.48836845,0.41164684,0.48900738,0.38688672,0.44236296,0.39783636,0.42032933,0.30397856,0.39487103,1.0000002,0.50830424,0.36857283,0.48732278,0.3875523,0.3668198,0.37847468,0.41905653,0.504276,0.58119786,0.435909,0.4677741,0.48410073,0.4023952,0.4472894,0.28382355,0.3926558,0.3296999,0.16180775,0.3221119,0.407358,0.6049682,0.38036692,0.55906,0.398318,0.5235416,0.4942596,0.52270126,0.35677168,0.55502737,0.47685346,0.46703684,0.5836817,0.40491486,0.5650883,0.48741895,0.47251955,0.48547068,0.47274405,0.59529334,0.48163247,0.4320572
goto,0.5594711,0.6438378,0.6225741,0.536738,0.635905,0.44717407,0.47055107,0.70386744,0.50956726,0.498871,0.6267116,0.7067481,0.5214428,0.4702056,0.5840807,0.6178334,0.5261746,0.64471465,0.5690828,0.46784753,0.46010658,0.5824433,0.53201395,0.66944385,0.65250665,0.57470644,0.5719626,0.6165103,0.51146686,0.3952697,0.47502524,0.55341125,0.5923096,0.4215421,0.57835203,0.4352548,0.48321742,0.5741978,0.58774465,0.55771595,0.45630646,0.50830424,1.0,0.45497045,0.45258927,0.55450296,0.5260908,0.570653,0.55537647,0.51466835,0.563357,0.42944717,0.6957027,0.65329903,0.6596049,0.40144533,0.392381,0.48803088,0.34015855,0.19656494,0.34528643,0.5835333,0.5784971,0.24011675,0.5253277,0.54172134,0.70623076,0.4543636,0.52869904,0.52478886,0.733526,0.6447135,0.7176479,0.63893515,0.4341721,0.6946367,0.41133755,0.5587385,0.6135125,0.7179612,0.4151961,0.616125,0.73457474
grammarly,0.35942483,0.46675545,0.46865985,0.4159307,0.43466303,0.38854825,0.42060483,0.5236576,0.4320628,0.38423708,0.44542503,0.3723693,0.37169206,0.33304423,0.4387592,0.39795142,0.3568458,0.43981552,0.4726804,0.37925047,0.38201672,0.4684918,0.44889927,0.5130759,0.45372713,0.4698546,0.4317652,0.40157622,0.41449082,0.29747802,0.34381312,0.4270088,0.4066583,0.28019273,0.3904711,0.3178942,0.3036082,0.39183885,0.32826942,0.40589446,0.36591017,0.36857283,0.45497045,1.0,0.3851846,0.38773555,0.37942663,0.4020784,0.4252404,0.4050972,0.52594364,0.42212063,0.47366124,0.50705516,0.4613213,0.23745887,0.34934196,0.34052873,0.2240378,0.15598598,0.25971088,0.39716572,0.46753895,0.28858486,0.37201703,0.38419318,0.46090645,0.39152688,0.43897724,0.35274595,0.5302113,0.4427693,0.54033476,0.46700862,0.29548752,0.45718974,0.45335042,0.41164508,0.41993016,0.48401895,0.3224421,0.34598815,0.44163463
harness,0.7131198,0.59016395,0.60112333,0.36777171,0.48063046,0.43806636,0.5297531,0.5469918,0.376301,0.68089986,0.5586797,0.45207977,0.57378733,0.48284787,0.49094683,0.42566946,0.43249342,0.6037486,0.5635322,0.45391136,0.53359145,0.49534634,0.44124597,0.60198534,0.5877049,0.43927413,0.6068742,0.44162518,0.648672,0.5741715,0.52325976,0.60435545,0.65116084,0.51114476,0.6030941,0.43923682,0.39022183,0.4823953,0.3825788,0.35125363,0.48093224,0.48732278,0.45258927,0.3851846,0.99999994,0.4894696,0.3924548,0.5059854,0.5806023,0.6815141,0.55431473,0.58532405,0.55618316,0.5169657,0.5062934,0.337974,0.3761635,0.46474278,0.46706003,0.17884448,0.36390406,0.4703188,0.75866956,0.44100082,0.5923257,0.3734796,0.57495046,0.60981864,0.58993655,0.49690664,0.48630574,0.60108453,0.4804831,0.49602127,0.54363436,0.64535576,0.5810648,0.5302124,0.58170426,0.5019319,0.4714492,0.55329657,0.5313553
hive,0.5601442,0.54803646,0.57136106,0.4927715,0.5179776,0.4628402,0.5561508,0.6554736,0.4300569,0.47250527,0.6350461,0.5160272,0.5145339,0.4885261,0.57327014,0.53368986,0.5446259,0.6425066,0.5886346,0.4655788,0.5565143,0.48534605,0.45204777,0.61731994,0.61011016,0.5279352,0.5237202,0.44204414,0.5299225,0.45234624,0.60133505,0.5287277,0.52970517,0.3780508,0.6044023,0.47250134,0.4025495,0.5522413,0.6063697,0.4602819,0.4159417,0.3875523,0.55450296,0.38773555,0.4894696,0.99999976,0.7442571,0.5210473,0.50942576,0.55606365,0.58064604,0.44750622,0.62197626,0.5876914,0.5335112,0.38461053,0.45273975,0.51688313,0.29629087,0.16896275,0.3944083,0.5778319,0.5425622,0.2851029,0.48294348,0.5142545,0.5214324,0.47282714,0.5718493,0.515319,0.5926072,0.64848137,0.55566096,0.51522684,0.47119564,0.619353,0.5719676,0.56863517,0.5549194,0.5585362,0.40329462,0.576583,0.5253946
hiverhq,0.4649114,0.4602179,0.54045004,0.36300343,0.50983304,0.39739633,0.51391006,0.61382365,0.3550638,0.49789795,0.5280298,0.45209968,0.52101994,0.5045141,0.42385557,0.5235433,0.47008964,0.5581661,0.5604261,0.42130432,0.4466551,0.47752765,0.35145977,0.563867,0.58393,0.52375764,0.50145143,0.4282059,0.47009388,0.40748882,0.5903535,0.49625307,0.49029306,0.4097978,0.5485623,0.45141292,0.3683292,0.46501285,0.40898877,0.48151433,0.43152583,0.3668198,0.5260908,0.37942663,0.3924548,0.7442571,0.99999976,0.4130571,0.4972492,0.48477244,0.5268233,0.49744856,0.5013179,0.5964999,0.51520985,0.41984692,0.3789898,0.47534585,0.27343822,0.17043726,0.36025885,0.5431947,0.48801202,0.2861387,0.4578129,0.46399218,0.45080832,0.46412417,0.5418627,0.4223168,0.5449096,0.52769834,0.5340793,0.5091404,0.41629177,0.5377997,0.49037915,0.52463365,0.45943385,0.46763057,0.42812586,0.5124683,0.42184457
hootsuite,0.50507593,0.60792387,0.5114301,0.45300686,0.50150377,0.42044938,0.47101927,0.5652914,0.53236187,0.47077006,0.5657022,0.5467293,0.4551637,0.34421262,0.46547273,0.5014119,0.5015429,0.58291924,0.5084495,0.44622883,0.397339,0.49739408,0.45854384,0.618711,0.5280571,0.47707337,0.56082904,0.4843805,0.53891027,0.366804,0.4224856,0.56916475,0.5218579,0.3084214,0.55901027,0.41281897,0.5020607,0.5112864,0.5096101,0.43596452,0.38773122,0.37847468,0.570653,0.4020784,0.5059854,0.5210473,0.4130571,1.0000001,0.53115934,0.49322537,0.4892633,0.4102139,0.5809643,0.615405,0.565159,0.38713384,0.39231074,0.42945823,0.32220793,0.27970415,0.462421,0.5545081,0.5469411,0.24546541,0.46078902,0.45239353,0.5875248,0.505114,0.5476907,0.45532125,0.5949426,0.5950209,0.5915342,0.54841614,0.3868249,0.60105634,0.4788357,0.51617634,0.58093375,0.56057584,0.43248266,0.6283386,0.57566804
huggingface,0.63058126,0.639765,0.60597646,0.48662978,0.5348656,0.41273892,0.45417818,0.5663033,0.46800667,0.7034113,0.5668075,0.53506404,0.5626532,0.47207975,0.44631863,0.49913007,0.42344922,0.5832947,0.5987679,0.42737925,0.46785945,0.5560105,0.35357517,0.6147846,0.6244657,0.5220961,0.49921465,0.50855577,0.57983,0.5477314,0.53405446,0.5168313,0.5875144,0.40820312,0.5860572,0.47611296,0.47247958,0.5564867,0.44834197,0.45057705,0.39641345,0.41905653,0.55537647,0.4252404,0.5806023,0.50942576,0.4972492,0.53115934,0.99999994,0.5913536,0.52200544,0.58779776,0.6171942,0.6187458,0.54045665,0.37711245,0.3741027,0.5950635,0.44282562,0.17095459,0.39178494,0.5741402,0.6970488,0.35684687,0.5662448,0.36057016,0.58543015,0.57688135,0.6479647,0.4748609,0.53522444,0.6185362,0.66052675,0.5701567,0.5271804,0.6446077,0.5251221,0.62442505,0.55449617,0.47665754,0.46138445,0.60396934,0.5248127
izea,0.6392617,0.6455118,0.64290583,0.49688792,0.55603987,0.40910405,0.53884184,0.5817797,0.43020195,0.65556264,0.57582444,0.5593048,0.60824645,0.54559726,0.47709134,0.5130735,0.46289843,0.6225163,0.5724121,0.49342364,0.52080613,0.54081726,0.4753074,0.7310909,0.65503377,0.44873095,0.54064727,0.46348903,0.64236593,0.5970925,0.5574329,0.56877184,0.6828961,0.5221373,0.6536917,0.4844409,0.43790728,0.49952835,0.39465213,0.46291977,0.43070346,0.504276,0.51466835,0.4050972,0.6815141,0.55606365,0.48477244,0.49322537,0.5913536,1.0,0.6052804,0.560634,0.5738565,0.5500201,0.5582297,0.39950117,0.36136675,0.5645689,0.53203946,0.15988818,0.27595448,0.51185864,0.76362824,0.42657784,0.58856297,0.37672085,0.544556,0.55974436,0.61907905,0.436545,0.54710984,0.60739243,0.5695857,0.5739656,0.5061858,0.68182296,0.61612767,0.5538809,0.5441786,0.53987145,0.5250736,0.6116656,0.56287426
learnworlds,0.57571936,0.53705055,0.60012734,0.4696274,0.52802455,0.45486158,0.55900466,0.68439496,0.4239394,0.52776194,0.5358539,0.5164381,0.5892184,0.55387604,0.45775855,0.5747122,0.587289,0.5717239,0.6337978,0.54863507,0.5469279,0.50973636,0.47329444,0.6410501,0.64498514,0.5868858,0.6182792,0.47797912,0.5874877,0.5235743,0.6168177,0.5959009,0.67259,0.52804595,0.6115309,0.4704569,0.40747523,0.54389966,0.49669278,0.49340522,0.427908,0.58119786,0.563357,0.52594364,0.55431473,0.58064604,0.5268233,0.4892633,0.52200544,0.6052804,1.0,0.57241714,0.54188824,0.5839193,0.5130612,0.39296666,0.39747304,0.5151885,0.44159877,0.21840858,0.4533251,0.56459534,0.63758326,0.44928256,0.574497,0.44661787,0.56103367,0.535466,0.5809302,0.4910143,0.58795595,0.59352857,0.60363513,0.62480927,0.51998776,0.68300945,0.6204726,0.58957493,0.5685656,0.49385726,0.48360652,0.5440657,0.5874151
logicmonitor,0.5758955,0.4895337,0.5110287,0.33404934,0.4311692,0.41293404,0.47425014,0.5314471,0.36599752,0.65570295,0.5299802,0.3898915,0.50342304,0.49751645,0.38295448,0.4180525,0.45846695,0.43176687,0.58706534,0.45247,0.46602386,0.5279298,0.3557147,0.5142001,0.58128095,0.541569,0.5461731,0.35350832,0.5230294,0.49047118,0.5322809,0.475026,0.6018468,0.4798401,0.5177765,0.4408192,0.4181534,0.4623847,0.3236604,0.37610978,0.41608667,0.435909,0.42944717,0.42212063,0.58532405,0.44750622,0.49744856,0.4102139,0.58779776,0.560634,0.57241714,1.0000001,0.5207206,0.490947,0.48101795,0.34987164,0.34423432,0.49308375,0.39485386,0.20338921,0.43389386,0.50555575,0.6275085,0.44120437,0.5254004,0.32490575,0.5060589,0.48486814,0.5589402,0.48004544,0.41568846,0.5000049,0.46616507,0.51271325,0.5577346,0.6292305,0.5678784,0.55552775,0.48912293,0.39249086,0.43150157,0.4805652,0.45729363
logrocket,0.6063725,0.64383745,0.6244136,0.54519093,0.5637817,0.4658014,0.5092583,0.69325495,0.5676073,0.56872,0.6884872,0.6100894,0.6025816,0.46931297,0.6023071,0.640452,0.530177,0.67227936,0.6406159,0.42843658,0.46225262,0.5338563,0.5183399,0.73836935,0.6985148,0.5700186,0.53418916,0.5554433,0.59347934,0.4250744,0.5799762,0.5563018,0.59694254,0.38834968,0.56960076,0.45937723,0.45613682,0.55492127,0.60626733,0.5094977,0.506527,0.4677741,0.6957027,0.47366124,0.55618316,0.62197626,0.5013179,0.5809643,0.6171942,0.5738565,0.54188824,0.5207206,1.0,0.591458,0.6642196,0.37238955,0.44315052,0.54373384,0.36065674,0.20394701,0.40954703,0.593545,0.63718545,0.34737307,0.6003822,0.560074,0.65097415,0.50757277,0.62744755,0.55604696,0.65838826,0.70354795,0.68934405,0.62338185,0.5576489,0.709702,0.52371067,0.686632,0.6329815,0.6513102,0.4805616,0.6404729,0.6214035
